"IDPubRecord","IDPublication","PageNumber","IDMonument","Active"
"552","{00000021-0000-0000-0000-000000000000}","84","881","true"
"554","{0000000F-0000-0000-0000-000000000000}","35","882","true"
"555","{00000021-0000-0000-0000-000000000000}","55","882","true"
"556","{0000000F-0000-0000-0000-000000000000}","35","883","true"
"557","{00000021-0000-0000-0000-000000000000}","55","883","true"
"558","{0000001B-0000-0000-0000-000000000000}","236","884","true"
"559","{0000000F-0000-0000-0000-000000000000}","35","885","true"
"560","{00000021-0000-0000-0000-000000000000}","52","885","true"
"561","{00000030-0000-0000-0000-000000000000}","366","886","true"
"563","{00000027-0000-0000-0000-000000000000}","58","890","true"
"564","{00000027-0000-0000-0000-000000000000}","58","891","true"
"565","{0000001B-0000-0000-0000-000000000000}","90-91","892","true"
"566","{00000016-0000-0000-0000-000000000000}","135","892","true"
"567","{00000028-0000-0000-0000-000000000000}","37","893","true"
"568","{00000024-0000-0000-0000-000000000000}","57","894","true"
"569","{0000000F-0000-0000-0000-000000000000}","37","895","true"
"570","{00000024-0000-0000-0000-000000000000}","46","895","true"
"571","{00000004-0000-0000-0000-000000000000}","58","895","true"
"572","{00000006-0000-0000-0000-000000000000}","46","895","true"
"573","{0000000F-0000-0000-0000-000000000000}","37","896","true"
"574","{00000004-0000-0000-0000-000000000000}","58","896","true"
"575","{00000006-0000-0000-0000-000000000000}","46","896","true"
"576","{00000024-0000-0000-0000-000000000000}","57","896","true"
"577","{0000000F-0000-0000-0000-000000000000}","37","897","true"
"578","{00000024-0000-0000-0000-000000000000}","48","897","true"
"579","{00000004-0000-0000-0000-000000000000}","58","897","true"
"580","{00000006-0000-0000-0000-000000000000}","46","897","true"
"581","{0000000F-0000-0000-0000-000000000000}","37","898","true"
"582","{00000024-0000-0000-0000-000000000000}","58","898","true"
"583","{00000032-0000-0000-0000-000000000000}","117","898","true"
"584","{A7C0D468-713F-4D19-A90B-8F67A80DCB59}","105","898","true"
"585","{0000000F-0000-0000-0000-000000000000}","37","899","true"
"586","{00000024-0000-0000-0000-000000000000}","48","899","true"
"587","{0000000F-0000-0000-0000-000000000000}","42","900","true"
"588","{00000028-0000-0000-0000-000000000000}","17","900","true"
"589","{0000000F-0000-0000-0000-000000000000}","37","901","true"
"590","{00000024-0000-0000-0000-000000000000}","55","901","true"
"591","{0000000F-0000-0000-0000-000000000000}","41","902","true"
"592","{00000029-0000-0000-0000-000000000000}","13","902","true"
"593","{0000000F-0000-0000-0000-000000000000}","41","903","true"
"594","{00000029-0000-0000-0000-000000000000}","13","903","true"
"595","{00000028-0000-0000-0000-000000000000}","35","905","true"
"596","{0000000F-0000-0000-0000-000000000000}","36","906","true"
"597","{0000001E-0000-0000-0000-000000000000}","112","906","true"
"598","{0000000F-0000-0000-0000-000000000000}","39","908","true"
"599","{0000000F-0000-0000-0000-000000000000}","39","909","true"
"600","{0000000F-0000-0000-0000-000000000000}","41","910","true"
"601","{00000028-0000-0000-0000-000000000000}","16","910","true"
"602","{0000000F-0000-0000-0000-000000000000}","41-42","911","true"
"1362","{C32FDB96-EBFE-410A-95D0-087564AA7FC9}","251-255","1275","true"
"209","{00000029-0000-0000-0000-000000000000}","11","705","true"
"210","{0000001B-0000-0000-0000-000000000000}","72-73","706","true"
"211","{00000010-0000-0000-0000-000000000000}","151","706","true"
"212","{0000001B-0000-0000-0000-000000000000}","245","707","true"
"213","{00000030-0000-0000-0000-000000000000}","366","709","true"
"214","{00000028-0000-0000-0000-000000000000}","18","710","true"
"215","{0000000F-0000-0000-0000-000000000000}","42","710","true"
"216","{0000000F-0000-0000-0000-000000000000}","34","711","true"
"217","{00000021-0000-0000-0000-000000000000}","30","711","true"
"218","{00000004-0000-0000-0000-000000000000}","58","712","true"
"219","{00000006-0000-0000-0000-000000000000}","46","712","true"
"220","{0000000F-0000-0000-0000-000000000000}","38","712","true"
"221","{00000024-0000-0000-0000-000000000000}","82","712","true"
"222","{00000004-0000-0000-0000-000000000000}","58","713","true"
"223","{00000006-0000-0000-0000-000000000000}","46","713","true"
"224","{0000000F-0000-0000-0000-000000000000}","38","713","true"
"225","{00000024-0000-0000-0000-000000000000}","81","713","true"
"226","{00000024-0000-0000-0000-000000000000}","72","714","true"
"227","{0000000F-0000-0000-0000-000000000000}","38","715","true"
"228","{00000024-0000-0000-0000-000000000000}","72","715","true"
"229","{0000000F-0000-0000-0000-000000000000}","40-41","717","true"
"230","{0000000F-0000-0000-0000-000000000000}","41","718","true"
"231","{00000029-0000-0000-0000-000000000000}","14","718","true"
"232","{00000029-0000-0000-0000-000000000000}","15","716","true"
"233","{00000027-0000-0000-0000-000000000000}","65","719","true"
"234","{00000030-0000-0000-0000-000000000000}","358","723","true"
"235","{00000030-0000-0000-0000-000000000000}","358","724","true"
"236","{00000030-0000-0000-0000-000000000000}","358","725","true"
"237","{00000030-0000-0000-0000-000000000000}","359","735","true"
"238","{00000029-0000-0000-0000-000000000000}","68","726","true"
"239","{0000000F-0000-0000-0000-000000000000}","40","727","true"
"240","{00000029-0000-0000-0000-000000000000}","93","727","true"
"241","{0000000F-0000-0000-0000-000000000000}","40","728","true"
"242","{00000029-0000-0000-0000-000000000000}","93","728","true"
"243","{00000030-0000-0000-0000-000000000000}","365","729","true"
"244","{00000030-0000-0000-0000-000000000000}","365","730","true"
"245","{0000000F-0000-0000-0000-000000000000}","41","733","true"
"246","{1188A971-936A-404A-811C-853EFA637AF9}","257","733","true"
"247","{00000029-0000-0000-0000-000000000000}","13","733","true"
"248","{0000000F-0000-0000-0000-000000000000}","41","734","true"
"249","{00000029-0000-0000-0000-000000000000}","16","734","true"
"250","{0000000F-0000-0000-0000-000000000000}","38","737","true"
"251","{00000024-0000-0000-0000-000000000000}","82","737","true"
"252","{00000024-0000-0000-0000-000000000000}","80","738","true"
"253","{0000000F-0000-0000-0000-000000000000}","38","738","true"
"254","{00000004-0000-0000-0000-000000000000}","58","738","true"
"255","{00000006-0000-0000-0000-000000000000}","46","738","true"
"256","{00000024-0000-0000-0000-000000000000}","72","739","true"
"257","{00000004-0000-0000-0000-000000000000}","58","739","true"
"258","{00000006-0000-0000-0000-000000000000}","46","739","true"
"259","{0000000F-0000-0000-0000-000000000000}","38","739","true"
"260","{0000000F-0000-0000-0000-000000000000}","38","740","true"
"261","{00000006-0000-0000-0000-000000000000}","46","740","true"
"262","{00000004-0000-0000-0000-000000000000}","58","740","true"
"263","{00000024-0000-0000-0000-000000000000}","72","740","true"
"264","{00000004-0000-0000-0000-000000000000}","58","741","true"
"265","{00000006-0000-0000-0000-000000000000}","46","741","true"
"266","{0000000F-0000-0000-0000-000000000000}","38","741","true"
"267","{00000024-0000-0000-0000-000000000000}","72, 80","741","true"
"268","{0000001B-0000-0000-0000-000000000000}","182","742","true"
"269","{0000001B-0000-0000-0000-000000000000}","182","743","true"
"270","{0000001B-0000-0000-0000-000000000000}","231","744","true"
"271","{0000001B-0000-0000-0000-000000000000}","231","745","true"
"272","{0000001A-0000-0000-0000-000000000000}","179-186","746","true"
"273","{00000032-0000-0000-0000-000000000000}","106","746","true"
"274","{0000000F-0000-0000-0000-000000000000}","39","749","true"
"275","{00000027-0000-0000-0000-000000000000}","59","749","true"
"277","{00000027-0000-0000-0000-000000000000}","13","750","true"
"278","{0000000F-0000-0000-0000-000000000000}","42","751","true"
"279","{00000028-0000-0000-0000-000000000000}","17","751","true"
"280","{00000028-0000-0000-0000-000000000000}","17","752","true"
"281","{0000000F-0000-0000-0000-000000000000}","36","753","true"
"282","{00000004-0000-0000-0000-000000000000}","58","753","true"
"283","{00000006-0000-0000-0000-000000000000}","46","753","true"
"284","{0000001E-0000-0000-0000-000000000000}","119","753","true"
"285","{0000001B-0000-0000-0000-000000000000}","185","754","true"
"286","{0000000F-0000-0000-0000-000000000000}","36","754","true"
"287","{0000001B-0000-0000-0000-000000000000}","186","755","true"
"288","{0000000F-0000-0000-0000-000000000000}","36","755","true"
"289","{0000001B-0000-0000-0000-000000000000}","186","756","true"
"290","{0000000F-0000-0000-0000-000000000000}","37","756","true"
"291","{0000000F-0000-0000-0000-000000000000}","36","757","true"
"292","{0000001B-0000-0000-0000-000000000000}","184-185","757","true"
"293","{0000000D-0000-0000-0000-000000000000}","252","758","true"
"294","{0000000E-0000-0000-0000-000000000000}","136-147","758","true"
"295","{00000007-0000-0000-0000-000000000000}","114","758","true"
"296","{0000001B-0000-0000-0000-000000000000}","18-19","758","true"
"603","{00000028-0000-0000-0000-000000000000}","16","911","true"
"604","{00000032-0000-0000-0000-000000000000}","112","912","true"
"605","{0000000F-0000-0000-0000-000000000000}","39","913","true"
"606","{00000027-0000-0000-0000-000000000000}","51","913","true"
"607","{0000000F-0000-0000-0000-000000000000}","39","914","true"
"608","{00000027-0000-0000-0000-000000000000}","51","914","true"
"609","{00000024-0000-0000-0000-000000000000}","20","916","true"
"610","{00000023-0000-0000-0000-000000000000}","96","916","true"
"611","{00000032-0000-0000-0000-000000000000}","110","916","true"
"612","{00000032-0000-0000-0000-000000000000}","110","917","true"
"613","{72EA7EB0-34FB-4658-9C8C-D7719F93B6FD}","20-42","917","true"
"614","{0000000F-0000-0000-0000-000000000000}","37","918","true"
"615","{00000024-0000-0000-0000-000000000000}","20","918","true"
"616","{0000000F-0000-0000-0000-000000000000}","37","919","true"
"617","{00000032-0000-0000-0000-000000000000}","110","919","true"
"618","{6ADBECA5-148E-4044-82DD-18E6080D10A9}","221-229","919","true"
"619","{0000000F-0000-0000-0000-000000000000}","37","920","true"
"620","{00000024-0000-0000-0000-000000000000}","20","920","true"
"621","{0000000F-0000-0000-0000-000000000000}","37","921","true"
"622","{0000000F-0000-0000-0000-000000000000}","37","922","true"
"623","{00000024-0000-0000-0000-000000000000}","21","922","true"
"624","{FE8E09CF-5FC8-40DD-A605-EC4FB64DDB7A}","162-193","917","true"
"625","{0000000D-0000-0000-0000-000000000000}","256","923","true"
"626","{0000001B-0000-0000-0000-000000000000}","30-31","923","true"
"627","{00000013-0000-0000-0000-000000000000}",,"923","true"
"628","{00000015-0000-0000-0000-000000000000}","6","923","true"
"629","{00000007-0000-0000-0000-000000000000}","126-129","923","true"
"630","{00000007-0000-0000-0000-000000000000}","130-131","924","true"
"631","{0000000D-0000-0000-0000-000000000000}","256","924","true"
"632","{0000001B-0000-0000-0000-000000000000}","31","924","true"
"633","{00000032-0000-0000-0000-000000000000}","111","925","true"
"634","{0000000F-0000-0000-0000-000000000000}","36","929","true"
"635","{0000000F-0000-0000-0000-000000000000}","37","930","true"
"636","{00000024-0000-0000-0000-000000000000}","61","930","true"
"637","{0000000F-0000-0000-0000-000000000000}","36","931","true"
"638","{0000000F-0000-0000-0000-000000000000}","37","932","true"
"639","{00000024-0000-0000-0000-000000000000}","60-61","932","true"
"640","{00000028-0000-0000-0000-000000000000}","24","933","true"
"641","{00000021-0000-0000-0000-000000000000}","67","937","true"
"642","{00000012-0000-0000-0000-000000000000}","289-292","938","true"
"643","{0000001B-0000-0000-0000-000000000000}","257-259","938","true"
"644","{00000028-0000-0000-0000-000000000000}","23-24","939","true"
"645","{0000001B-0000-0000-0000-000000000000}","35","940","true"
"646","{0000000D-0000-0000-0000-000000000000}","256","940","true"
"647","{00000007-0000-0000-0000-000000000000}","72, 126","940","true"
"648","{00000002-0000-0000-0000-000000000000}","45-47","940","true"
"649","{0000001B-0000-0000-0000-000000000000}","35-36","941","true"
"650","{0000000D-0000-0000-0000-000000000000}","256","941","true"
"651","{00000007-0000-0000-0000-000000000000}","72, 130","941","true"
"652","{0000000F-0000-0000-0000-000000000000}","41","942","true"
"653","{0000000F-0000-0000-0000-000000000000}","41","943","true"
"654","{0000000F-0000-0000-0000-000000000000}","42","944","true"
"655","{00000028-0000-0000-0000-000000000000}","26","944","true"
"656","{562E066C-61A6-42BC-91A4-26232CA2A3D1}","185","946","true"
"657","{00000032-0000-0000-0000-000000000000}","111","946","true"
"658","{2F73AFAD-F5A9-426D-BFA7-C68BFABCE503}","72","946","true"
"659","{00000024-0000-0000-0000-000000000000}","32","947","true"
"660","{20368486-C2DC-46CE-B241-B24F32B3F8C8}","95","947","true"
"661","{00000024-0000-0000-0000-000000000000}","32","948","true"
"662","{20368486-C2DC-46CE-B241-B24F32B3F8C8}","95","948","true"
"663","{0000000F-0000-0000-0000-000000000000}","36","949","true"
"664","{0000001E-0000-0000-0000-000000000000}","147","949","true"
"665","{00000029-0000-0000-0000-000000000000}","28","950","true"
"666","{00000029-0000-0000-0000-000000000000}","31","952","true"
"667","{00000032-0000-0000-0000-000000000000}","111","953","true"
"668","{0000000F-0000-0000-0000-000000000000}","39","954","true"
"669","{00000027-0000-0000-0000-000000000000}","35","954","true"
"670","{0000000F-0000-0000-0000-000000000000}","39","955","true"
"671","{00000027-0000-0000-0000-000000000000}","35","955","true"
"672","{0000000F-0000-0000-0000-000000000000}","39","956","true"
"673","{00000027-0000-0000-0000-000000000000}","36","956","true"
"674","{0000000F-0000-0000-0000-000000000000}","39","957","true"
"675","{00000027-0000-0000-0000-000000000000}","35","957","true"
"676","{00000027-0000-0000-0000-000000000000}","40","958","true"
"677","{00000027-0000-0000-0000-000000000000}","40","959","true"
"678","{00000004-0000-0000-0000-000000000000}","58","960","true"
"679","{00000006-0000-0000-0000-000000000000}","46","960","true"
"680","{0000000F-0000-0000-0000-000000000000}","33","960","true"
"681","{0000000D-0000-0000-0000-000000000000}","241","960","true"
"682","{00000021-0000-0000-0000-000000000000}","85","960","true"
"684","{00000004-0000-0000-0000-000000000000}","58","961","true"
"685","{00000006-0000-0000-0000-000000000000}","46","961","true"
"686","{0000000F-0000-0000-0000-000000000000}","33","961","true"
"687","{0000000D-0000-0000-0000-000000000000}","241","961","true"
"688","{00000021-0000-0000-0000-000000000000}","85","961","true"
"689","{00000004-0000-0000-0000-000000000000}","58","962","true"
"690","{00000006-0000-0000-0000-000000000000}","46","962","true"
"691","{0000000F-0000-0000-0000-000000000000}","33","962","true"
"692","{00000021-0000-0000-0000-000000000000}","85-86","962","true"
"693","{00000021-0000-0000-0000-000000000000}","86","963","true"
"694","{0000000F-0000-0000-0000-000000000000}","33","963","true"
"695","{0000000F-0000-0000-0000-000000000000}","33","964","true"
"696","{00000021-0000-0000-0000-000000000000}","86","964","true"
"697","{00000027-0000-0000-0000-000000000000}","34","965","true"
"698","{0000001A-0000-0000-0000-000000000000}","179-186","966","true"
"699","{00000032-0000-0000-0000-000000000000}","106","966","true"
"700","{00000034-0000-0000-0000-000000000000}","305-319","966","true"
"701","{00000030-0000-0000-0000-000000000000}","358","967","true"
"702","{00000032-0000-0000-0000-000000000000}","106","967","true"
"703","{0000000F-0000-0000-0000-000000000000}","39","968","true"
"704","{00000029-0000-0000-0000-000000000000}","22","968","true"
"705","{0000000F-0000-0000-0000-000000000000}","39","969","true"
"706","{00000029-0000-0000-0000-000000000000}","22","969","true"
"707","{0000000F-0000-0000-0000-000000000000}","40","970","true"
"708","{00000029-0000-0000-0000-000000000000}","22","970","true"
"709","{00000029-0000-0000-0000-000000000000}","17","971","true"
"710","{00000029-0000-0000-0000-000000000000}","17","972","true"
"711","{1F20D9C6-C485-4B6E-BFAE-5BD50B120CB5}","59-68","653","true"
"712","{00000028-0000-0000-0000-000000000000}","32","973","true"
"713","{0000000F-0000-0000-0000-000000000000}","40","974","true"
"714","{00000029-0000-0000-0000-000000000000}","87","974","true"
"715","{0000000F-0000-0000-0000-000000000000}","40","975","true"
"716","{00000029-0000-0000-0000-000000000000}","87","975","true"
"717","{0000000F-0000-0000-0000-000000000000}","34","976","true"
"718","{00000021-0000-0000-0000-000000000000}","70","976","true"
"719","{00000004-0000-0000-0000-000000000000}","58","977","true"
"720","{00000006-0000-0000-0000-000000000000}","46","977","true"
"721","{0000000F-0000-0000-0000-000000000000}","38","977","true"
"722","{0000000F-0000-0000-0000-000000000000}","40","978","true"
"723","{00000029-0000-0000-0000-000000000000}","92","978","true"
"724","{0000000F-0000-0000-0000-000000000000}","40","979","true"
"725","{00000029-0000-0000-0000-000000000000}","92","979","true"
"726","{00000029-0000-0000-0000-000000000000}","92","980","true"
"727","{0000000F-0000-0000-0000-000000000000}","40","980","true"
"728","{00000027-0000-0000-0000-000000000000}","12","981","true"
"729","{00000029-0000-0000-0000-000000000000}","62","982","true"
"730","{0000000F-0000-0000-0000-000000000000}","35","983","true"
"731","{00000021-0000-0000-0000-000000000000}","51","983","true"
"732","{0000001E-0000-0000-0000-000000000000}","135","987","true"
"733","{00000004-0000-0000-0000-000000000000}","58","988","true"
"734","{00000006-0000-0000-0000-000000000000}","46","988","true"
"735","{0000000F-0000-0000-0000-000000000000}","38","988","true"
"736","{00000024-0000-0000-0000-000000000000}","54","988","true"
"737","{97108965-FDDB-4121-8CED-A5467D5F1CC8}",,"989","true"
"738","{0000002D-0000-0000-0000-000000000000}","268-284","996","true"
"739","{00000032-0000-0000-0000-000000000000}","112","996","true"
"740","{00000028-0000-0000-0000-000000000000}","61","999","true"
"741","{00000029-0000-0000-0000-000000000000}","18","1000","true"
"742","{1188A971-936A-404A-811C-853EFA637AF9}","258","1000","true"
"743","{0000000F-0000-0000-0000-000000000000}","40","1001","true"
"744","{00000029-0000-0000-0000-000000000000}","27","1002","true"
"745","{00000029-0000-0000-0000-000000000000}","27","1003","true"
"746","{00000029-0000-0000-0000-000000000000}","19","1004","true"
"747","{0000000F-0000-0000-0000-000000000000}","40","1004","true"
"748","{1188A971-936A-404A-811C-853EFA637AF9}","258","1004","true"
"749","{0000000F-0000-0000-0000-000000000000}","40","1005","true"
"750","{00000029-0000-0000-0000-000000000000}","19","1005","true"
"751","{1188A971-936A-404A-811C-853EFA637AF9}","258","1005","true"
"752","{00000028-0000-0000-0000-000000000000}","27","1006","true"
"753","{0000000F-0000-0000-0000-000000000000}","42","1006","true"
"754","{00000024-0000-0000-0000-000000000000}","43","1007","true"
"755","{0000000F-0000-0000-0000-000000000000}","40","1008","true"
"756","{0000000F-0000-0000-0000-000000000000}","39","1009","true"
"757","{00000027-0000-0000-0000-000000000000}","62","1009","true"
"758","{0000000F-0000-0000-0000-000000000000}","39","1010","true"
"759","{00000027-0000-0000-0000-000000000000}","61-62","1010","true"
"760","{0000000F-0000-0000-0000-000000000000}","39","1011","true"
"761","{00000027-0000-0000-0000-000000000000}","62","1011","true"
"762","{0000000F-0000-0000-0000-000000000000}","39","1012","true"
"763","{00000027-0000-0000-0000-000000000000}","62","1012","true"
"764","{00000030-0000-0000-0000-000000000000}","366","1013","true"
"765","{00000030-0000-0000-0000-000000000000}","365","1017","true"
"766","{00000030-0000-0000-0000-000000000000}","365","1018","true"
"767","{00000030-0000-0000-0000-000000000000}","365","1019","true"
"768","{00000030-0000-0000-0000-000000000000}","365","1020","true"
"769","{0000000F-0000-0000-0000-000000000000}","39","1021","true"
"770","{00000027-0000-0000-0000-000000000000}","48","1021","true"
"771","{0000000F-0000-0000-0000-000000000000}","39","1022","true"
"772","{00000027-0000-0000-0000-000000000000}","51","1022","true"
"773","{00000032-0000-0000-0000-000000000000}","112","1023","true"
"774","{00000007-0000-0000-0000-000000000000}","135-136","1024","true"
"775","{00000032-0000-0000-0000-000000000000}","115","1024","true"
"776","{00000002-0000-0000-0000-000000000000}",,"1028","true"
"777","{00000032-0000-0000-0000-000000000000}","122","1028","true"
"778","{00000018-0000-0000-0000-000000000000}",,"1029","true"
"779","{00000020-0000-0000-0000-000000000000}","131-155","1029","true"
"780","{00000032-0000-0000-0000-000000000000}","122","1029","true"
"781","{00000033-0000-0000-0000-000000000000}","67-74","1029","true"
"782","{0000000F-0000-0000-0000-000000000000}","42","1031","true"
"783","{00000028-0000-0000-0000-000000000000}","29","1031","true"
"784","{0000000F-0000-0000-0000-000000000000}","38","1032","true"
"785","{0000000F-0000-0000-0000-000000000000}","38","1033","true"
"786","{00000024-0000-0000-0000-000000000000}","82","1033","true"
"787","{0000000F-0000-0000-0000-000000000000}","38","1034","true"
"788","{00000024-0000-0000-0000-000000000000}","83","1034","true"
"789","{00000028-0000-0000-0000-000000000000}","38","1035","true"
"790","{00000032-0000-0000-0000-000000000000}","113","1036","true"
"791","{0000000F-0000-0000-0000-000000000000}","42","1037","true"
"792","{00000024-0000-0000-0000-000000000000}","36","1038","true"
"793","{0000000F-0000-0000-0000-000000000000}","41","1039","true"
"794","{0000000F-0000-0000-0000-000000000000}","41","1040","true"
"795","{0000000F-0000-0000-0000-000000000000}","41","1041","true"
"796","{00000029-0000-0000-0000-000000000000}","21","1042","true"
"797","{00000029-0000-0000-0000-000000000000}","21","1043","true"
"798","{0000000F-0000-0000-0000-000000000000}","36","1044","true"
"799","{0000000F-0000-0000-0000-000000000000}","37","1045","true"
"800","{00000024-0000-0000-0000-000000000000}","23","1045","true"
"801","{1AA8979F-9C56-4F77-BE5D-17598316FB3A}","16-17","1046","true"
"802","{00000024-0000-0000-0000-000000000000}","32","1046","true"
"803","{20368486-C2DC-46CE-B241-B24F32B3F8C8}","95","1046","true"
"804","{1AA8979F-9C56-4F77-BE5D-17598316FB3A}","16","1047","true"
"805","{00000024-0000-0000-0000-000000000000}","32","1047","true"
"806","{20368486-C2DC-46CE-B241-B24F32B3F8C8}","95","1047","true"
"807","{0000000F-0000-0000-0000-000000000000}","41","1048","true"
"808","{0000002F-0000-0000-0000-000000000000}","290-297","1048","true"
"809","{00000031-0000-0000-0000-000000000000}","210-211","1048","true"
"810","{00000032-0000-0000-0000-000000000000}","114","1048","true"
"811","{00000024-0000-0000-0000-000000000000}","39","1049","true"
"812","{0000000F-0000-0000-0000-000000000000}","42","1050","true"
"813","{00000024-0000-0000-0000-000000000000}","39","1050","true"
"814","{0000000F-0000-0000-0000-000000000000}","42","1051","true"
"815","{00000024-0000-0000-0000-000000000000}","39","1051","true"
"816","{0000000F-0000-0000-0000-000000000000}","42","1052","true"
"817","{00000024-0000-0000-0000-000000000000}","39","1052","true"
"818","{00000009-0000-0000-0000-000000000000}","130-144","1054","true"
"819","{B79EF650-A112-40E4-B92F-87E32443FB20}",,"1054","true"
"820","{0000000F-0000-0000-0000-000000000000}","36","1054","true"
"821","{0000001E-0000-0000-0000-000000000000}","92","1054","true"
"822","{00000023-0000-0000-0000-000000000000}","93","1054","true"
"823","{00000025-0000-0000-0000-000000000000}","163","1054","true"
"824","{00000032-0000-0000-0000-000000000000}","114","1054","true"
"825","{00000004-0000-0000-0000-000000000000}","58","1054","true"
"826","{00000006-0000-0000-0000-000000000000}","46","1054","true"
"827","{B79EF650-A112-40E4-B92F-87E32443FB20}",,"1055","true"
"828","{0000000F-0000-0000-0000-000000000000}","36","1055","true"
"829","{0000001E-0000-0000-0000-000000000000}","92","1055","true"
"830","{00000025-0000-0000-0000-000000000000}","164","1055","true"
"831","{00000032-0000-0000-0000-000000000000}","114","1055","true"
"832","{00000009-0000-0000-0000-000000000000}","130-144","1056","true"
"833","{B79EF650-A112-40E4-B92F-87E32443FB20}",,"1056","true"
"834","{0000000F-0000-0000-0000-000000000000}","36","1056","true"
"835","{0000001E-0000-0000-0000-000000000000}","92","1056","true"
"836","{00000025-0000-0000-0000-000000000000}","163-164","1056","true"
"837","{00000032-0000-0000-0000-000000000000}",,"1056","true"
"838","{0000001E-0000-0000-0000-000000000000}","90","1057","true"
"839","{B79EF650-A112-40E4-B92F-87E32443FB20}",,"1058","true"
"840","{0000001E-0000-0000-0000-000000000000}","90-91","1058","true"
"841","{0000000F-0000-0000-0000-000000000000}","36","1059","true"
"842","{0000001E-0000-0000-0000-000000000000}","91","1059","true"
"843","{1188A971-936A-404A-811C-853EFA637AF9}","257","1060","true"
"844","{0000000F-0000-0000-0000-000000000000}","34","1061","true"
"845","{00000021-0000-0000-0000-000000000000}","81","1061","true"
"846","{00000025-0000-0000-0000-000000000000}","140","1061","true"
"847","{0000000F-0000-0000-0000-000000000000}","34","1062","true"
"848","{00000021-0000-0000-0000-000000000000}","81","1062","true"
"849","{00000025-0000-0000-0000-000000000000}","140","1062","true"
"850","{0000000F-0000-0000-0000-000000000000}","35","1063","true"
"851","{00000021-0000-0000-0000-000000000000}","55","1063","true"
"852","{0000000F-0000-0000-0000-000000000000}","40","1064","true"
"853","{00000029-0000-0000-0000-000000000000}","16","1064","true"
"854","{0000000F-0000-0000-0000-000000000000}","39","1065","true"
"855","{00000027-0000-0000-0000-000000000000}","65","1065","true"
"856","{2F73AFAD-F5A9-426D-BFA7-C68BFABCE503}","72","1065","true"
"857","{0000000F-0000-0000-0000-000000000000}","39","1066","true"
"858","{00000027-0000-0000-0000-000000000000}","66","1066","true"
"859","{00000029-0000-0000-0000-000000000000}","69","1067","true"
"860","{00000029-0000-0000-0000-000000000000}","69","1068","true"
"861","{00000029-0000-0000-0000-000000000000}","69","1069","true"
"862","{00000029-0000-0000-0000-000000000000}","66","1070","true"
"863","{00000028-0000-0000-0000-000000000000}","26","1071","true"
"864","{00000027-0000-0000-0000-000000000000}","82","1072","true"
"865","{00000028-0000-0000-0000-000000000000}","14","1073","true"
"866","{0000000F-0000-0000-0000-000000000000}","35","1074","true"
"867","{0000001E-0000-0000-0000-000000000000}","77","1074","true"
"868","{00000025-0000-0000-0000-000000000000}","161","1074","true"
"869","{00000032-0000-0000-0000-000000000000}","115","1074","true"
"870","{0000001E-0000-0000-0000-000000000000}","77","1075","true"
"871","{0000000F-0000-0000-0000-000000000000}","35","1076","true"
"872","{0000001E-0000-0000-0000-000000000000}","77","1076","true"
"873","{00000025-0000-0000-0000-000000000000}","161","1076","true"
"874","{0000001E-0000-0000-0000-000000000000}","77","1077","true"
"875","{00000025-0000-0000-0000-000000000000}","161","1077","true"
"876","{0000000F-0000-0000-0000-000000000000}","39","1078","true"
"877","{00000027-0000-0000-0000-000000000000}","71","1078","true"
"878","{00000025-0000-0000-0000-000000000000}","182","1079","true"
"879","{00000028-0000-0000-0000-000000000000}","19","1079","true"
"880","{0000000F-0000-0000-0000-000000000000}","36","1080","true"
"881","{0000001E-0000-0000-0000-000000000000}","145","1080","true"
"882","{00000025-0000-0000-0000-000000000000}","173","1080","true"
"883","{1188A971-936A-404A-811C-853EFA637AF9}","257","1081","true"
"884","{1188A971-936A-404A-811C-853EFA637AF9}","257","1082","true"
"885","{00000027-0000-0000-0000-000000000000}","30","1083","true"
"886","{0000002E-0000-0000-0000-000000000000}",,"1084","true"
"887","{00000032-0000-0000-0000-000000000000}","104","1084","true"
"888","{00000027-0000-0000-0000-000000000000}","13","1085","true"
"889","{0000000F-0000-0000-0000-000000000000}","36","1088","true"
"890","{0000001E-0000-0000-0000-000000000000}","113","1088","true"
"891","{0000000F-0000-0000-0000-000000000000}","36","1089","true"
"892","{0000001E-0000-0000-0000-000000000000}","113","1089","true"
"893","{0000000F-0000-0000-0000-000000000000}","41","1090","true"
"894","{0000000F-0000-0000-0000-000000000000}","41","1091","true"
"895","{0000000F-0000-0000-0000-000000000000}","41","1092","true"
"896","{0000000F-0000-0000-0000-000000000000}","40","1093","true"
"897","{00000024-0000-0000-0000-000000000000}","63","1094","true"
"898","{00000024-0000-0000-0000-000000000000}","62","1095","true"
"899","{00000024-0000-0000-0000-000000000000}","62","1096","true"
"900","{00000024-0000-0000-0000-000000000000}","61-62","1097","true"
"901","{00000032-0000-0000-0000-000000000000}","107","1099","true"
"902","{0000000F-0000-0000-0000-000000000000}","41","1100","true"
"903","{00000027-0000-0000-0000-000000000000}","75","1100","true"
"904","{00000028-0000-0000-0000-000000000000}","15","1100","true"
"905","{0000000F-0000-0000-0000-000000000000}","41","1101","true"
"906","{00000027-0000-0000-0000-000000000000}","76","1101","true"
"907","{00000028-0000-0000-0000-000000000000}","15","1101","true"
"908","{0000000F-0000-0000-0000-000000000000}","41","1102","true"
"909","{00000027-0000-0000-0000-000000000000}","75","1102","true"
