"IDPubRecord","IDPublication","PageNumber","IDMonument","Active"
"910","{00000028-0000-0000-0000-000000000000}","15","1102","true"
"911","{00000030-0000-0000-0000-000000000000}","360","1104","true"
"912","{00000030-0000-0000-0000-000000000000}","361","1105","true"
"913","{00000030-0000-0000-0000-000000000000}","360","1106","true"
"914","{00000030-0000-0000-0000-000000000000}","360","1107","true"
"915","{00000030-0000-0000-0000-000000000000}","361","1108","true"
"916","{00000030-0000-0000-0000-000000000000}","361","1109","true"
"917","{0000000F-0000-0000-0000-000000000000}","41","1111","true"
"918","{1188A971-936A-404A-811C-853EFA637AF9}","258","1111","true"
"919","{0000000F-0000-0000-0000-000000000000}","41","1113","true"
"920","{0000000F-0000-0000-0000-000000000000}","41","1117","true"
"921","{0000000F-0000-0000-0000-000000000000}","41","1119","true"
"922","{0000000F-0000-0000-0000-000000000000}","41","1120","true"
"923","{0000000F-0000-0000-0000-000000000000}","39","1121","true"
"924","{00000027-0000-0000-0000-000000000000}","70","1121","true"
"925","{0000000F-0000-0000-0000-000000000000}","36","1122","true"
"926","{0000001B-0000-0000-0000-000000000000}","200","1122","true"
"927","{0000001B-0000-0000-0000-000000000000}","200","1123","true"
"928","{0000000F-0000-0000-0000-000000000000}","36","1123","true"
"929","{0000000F-0000-0000-0000-000000000000}","36","1124","true"
"930","{0000001B-0000-0000-0000-000000000000}","200","1124","true"
"931","{0000000F-0000-0000-0000-000000000000}","36","1125","true"
"932","{0000001B-0000-0000-0000-000000000000}","200-201","1125","true"
"933","{0000000F-0000-0000-0000-000000000000}","36","1126","true"
"934","{0000001B-0000-0000-0000-000000000000}","201","1126","true"
"935","{0000000F-0000-0000-0000-000000000000}","35","1127","true"
"936","{00000021-0000-0000-0000-000000000000}","43","1127","true"
"937","{00000028-0000-0000-0000-000000000000}","57","1128","true"
"938","{0000000F-0000-0000-0000-000000000000}","40","1129","true"
"939","{0000000F-0000-0000-0000-000000000000}","40","1130","true"
"940","{00000029-0000-0000-0000-000000000000}","19","1131","true"
"941","{0000000F-0000-0000-0000-000000000000}","40","1131","true"
"942","{0000000F-0000-0000-0000-000000000000}","40","1132","true"
"943","{00000029-0000-0000-0000-000000000000}","19","1132","true"
"944","{00000029-0000-0000-0000-000000000000}","19","1133","true"
"946","{00000023-0000-0000-0000-000000000000}","92","1134","true"
"947","{00000032-0000-0000-0000-000000000000}","117","1134","true"
"948","{0000001B-0000-0000-0000-000000000000}","210-213","1135","true"
"949","{00000032-0000-0000-0000-000000000000}","117","1135","true"
"950","{0000000F-0000-0000-0000-000000000000}","40","1136","true"
"951","{0000000F-0000-0000-0000-000000000000}","40","1138","true"
"952","{00000025-0000-0000-0000-000000000000}","55","1138","true"
"953","{00000029-0000-0000-0000-000000000000}","22","1138","true"
"954","{0000000F-0000-0000-0000-000000000000}","40","1139","true"
"955","{00000029-0000-0000-0000-000000000000}","22","1139","true"
"956","{0000000F-0000-0000-0000-000000000000}","40","1140","true"
"957","{00000029-0000-0000-0000-000000000000}","22","1140","true"
"958","{0000000F-0000-0000-0000-000000000000}","42","1141","true"
"959","{00000025-0000-0000-0000-000000000000}","206","1141","true"
"960","{00000028-0000-0000-0000-000000000000}","26","1141","true"
"961","{0000000F-0000-0000-0000-000000000000}","42","1142","true"
"962","{00000028-0000-0000-0000-000000000000}","27","1142","true"
"963","{00000028-0000-0000-0000-000000000000}","27","1143","true"
"964","{0000000F-0000-0000-0000-000000000000}","42","1144","true"
"965","{00000028-0000-0000-0000-000000000000}","27","1144","true"
"966","{1188A971-936A-404A-811C-853EFA637AF9}","257","1145","true"
"967","{0000000F-0000-0000-0000-000000000000}","40","1146","true"
"968","{0000001B-0000-0000-0000-000000000000}","359","1146","true"
"969","{0000000F-0000-0000-0000-000000000000}","40","1147","true"
"970","{00000004-0000-0000-0000-000000000000}","58","1148","true"
"971","{00000006-0000-0000-0000-000000000000}","46","1148","true"
"972","{0000000F-0000-0000-0000-000000000000}","38-39","1148","true"
"973","{00000024-0000-0000-0000-000000000000}","74","1148","true"
"974","{00000029-0000-0000-0000-000000000000}","61","1149","true"
"975","{00000029-0000-0000-0000-000000000000}","20","1150","true"
"976","{00000029-0000-0000-0000-000000000000}","20","1151","true"
"977","{00000029-0000-0000-0000-000000000000}","20","1152","true"
"978","{00000027-0000-0000-0000-000000000000}","40","1153","true"
"979","{00000029-0000-0000-0000-000000000000}","15","1157","true"
"980","{00000004-0000-0000-0000-000000000000}","59, рис. 20, 4","1159","true"
"981","{00000006-0000-0000-0000-000000000000}","46","1159","true"
"982","{0000000D-0000-0000-0000-000000000000}","241","1159","true"
"983","{0000000F-0000-0000-0000-000000000000}","34","1159","true"
"984","{00000021-0000-0000-0000-000000000000}","57","1159","true"
"985","{00000025-0000-0000-0000-000000000000}","108","1159","true"
"986","{4F813B2B-F3C1-41AF-A0C0-8C5F3BC52DF7}","158","1159","true"
"987","{00000032-0000-0000-0000-000000000000}","118","1159","true"
"988","{0000000F-0000-0000-0000-000000000000}","35","1160","true"
"989","{00000021-0000-0000-0000-000000000000}","56","1160","true"
"990","{00000025-0000-0000-0000-000000000000}","108","1160","true"
"991","{00000004-0000-0000-0000-000000000000}","58","1161","true"
"992","{00000006-0000-0000-0000-000000000000}","46","1161","true"
"993","{0000000F-0000-0000-0000-000000000000}","35","1161","true"
"994","{00000021-0000-0000-0000-000000000000}","57","1161","true"
"995","{00000004-0000-0000-0000-000000000000}","58","1162","true"
"996","{00000006-0000-0000-0000-000000000000}","46","1162","true"
"997","{0000000F-0000-0000-0000-000000000000}","35","1162","true"
"998","{00000021-0000-0000-0000-000000000000}","56","1162","true"
"999","{00000004-0000-0000-0000-000000000000}","58","1163","true"
"1000","{00000006-0000-0000-0000-000000000000}","46","1163","true"
"1001","{0000000F-0000-0000-0000-000000000000}","35","1163","true"
"1002","{00000021-0000-0000-0000-000000000000}","57","1163","true"
"1003","{00000004-0000-0000-0000-000000000000}","58","1164","true"
"1004","{00000006-0000-0000-0000-000000000000}","46","1164","true"
"1005","{0000000D-0000-0000-0000-000000000000}","246","1164","true"
"1006","{0000000F-0000-0000-0000-000000000000}","35","1164","true"
"1007","{00000021-0000-0000-0000-000000000000}","56-57","1164","true"
"1008","{0000001B-0000-0000-0000-000000000000}","44","1165","true"
"1009","{0000000F-0000-0000-0000-000000000000}","39","1166","true"
"1010","{00000027-0000-0000-0000-000000000000}","66","1166","true"
"1011","{00000027-0000-0000-0000-000000000000}","66","1167","true"
"1012","{00000016-0000-0000-0000-000000000000}","166","1168","true"
"1013","{00000017-0000-0000-0000-000000000000}","152-153","1168","true"
"1014","{00000015-0000-0000-0000-000000000000}","5","1168","true"
"1015","{0000001B-0000-0000-0000-000000000000}","20","1168","true"
"1016","{00000001-0000-0000-0000-000000000000}","319-320","1169","true"
"1017","{00000021-0000-0000-0000-000000000000}","87","1169","true"
"1018","{00000006-0000-0000-0000-000000000000}","90","1169","true"
"1019","{00000025-0000-0000-0000-000000000000}","135","1169","true"
"1020","{00000032-0000-0000-0000-000000000000}","118","1169","true"
"1021","{00000004-0000-0000-0000-000000000000}","58","1169","true"
"1022","{00000004-0000-0000-0000-000000000000}","58","1170","true"
"1023","{00000006-0000-0000-0000-000000000000}","46","1170","true"
"1024","{0000000D-0000-0000-0000-000000000000}","241","1170","true"
"1025","{0000000F-0000-0000-0000-000000000000}","33","1170","true"
"1363","{DAE073F1-B345-423E-A3F3-DECC01619687}","233-237","1275","true"
"1026","{00000021-0000-0000-0000-000000000000}","86","1170","true"
"1027","{00000004-0000-0000-0000-000000000000}","58","1171","true"
"1028","{00000006-0000-0000-0000-000000000000}","46","1171","true"
"1029","{0000000D-0000-0000-0000-000000000000}","241","1171","true"
"1030","{0000000F-0000-0000-0000-000000000000}","33","1171","true"
"1031","{00000021-0000-0000-0000-000000000000}","86","1171","true"
"1032","{0000000F-0000-0000-0000-000000000000}","35","1172","true"
"1033","{00000021-0000-0000-0000-000000000000}","48","1172","true"
"1034","{0000000F-0000-0000-0000-000000000000}","35","1173","true"
"1035","{00000021-0000-0000-0000-000000000000}","48","1173","true"
"1036","{0000000F-0000-0000-0000-000000000000}","35","1174","true"
"1037","{00000021-0000-0000-0000-000000000000}","48","1174","true"
"1038","{0000000D-0000-0000-0000-000000000000}","249","1175","true"
"1039","{00000021-0000-0000-0000-000000000000}","16","1175","true"
"1040","{7B49A238-A066-40FA-B68E-E4A0190820D1}",,"1175","true"
"1041","{00000032-0000-0000-0000-000000000000}","118","1175","true"
"1042","{00000028-0000-0000-0000-000000000000}","45","1176","true"
"1043","{71707DD1-3C09-461F-A3AE-AA414A3D3683}","31","1177","true"
"1044","{0000000F-0000-0000-0000-000000000000}","37","1178","true"
"1045","{00000024-0000-0000-0000-000000000000}","17","1178","true"
"1046","{00000032-0000-0000-0000-000000000000}","118","1178","true"
"1047","{00000024-0000-0000-0000-000000000000}","17","1179","true"
"1048","{0000000F-0000-0000-0000-000000000000}","37","1179","true"
"1049","{4F813B2B-F3C1-41AF-A0C0-8C5F3BC52DF7}","158","1179","true"
"1050","{0000000A-0000-0000-0000-000000000000}","250","1180","true"
"1051","{0000000F-0000-0000-0000-000000000000}","36","1180","true"
"1052","{0000001E-0000-0000-0000-000000000000}","139-140","1180","true"
"1053","{00000025-0000-0000-0000-000000000000}","193","1180","true"
"1054","{00000001-0000-0000-0000-000000000000}","366","1181","true"
"1055","{0000000F-0000-0000-0000-000000000000}","39","1181","true"
"1056","{00000025-0000-0000-0000-000000000000}","54","1181","true"
"1057","{00000029-0000-0000-0000-000000000000}","22-23","1181","true"
"1058","{00000032-0000-0000-0000-000000000000}","119","1181","true"
"1059","{0000000F-0000-0000-0000-000000000000}","39","1182","true"
"1060","{00000029-0000-0000-0000-000000000000}","23","1182","true"
"1061","{0000000F-0000-0000-0000-000000000000}","39","1183","true"
"1062","{00000029-0000-0000-0000-000000000000}","23","1183","true"
"1063","{00000029-0000-0000-0000-000000000000}","17","1184","true"
"1064","{00000029-0000-0000-0000-000000000000}","17","1185","true"
"1065","{00000029-0000-0000-0000-000000000000}","23","1186","true"
"1066","{00000029-0000-0000-0000-000000000000}","17","1187","true"
"1067","{00000032-0000-0000-0000-000000000000}","120","1188","true"
"1068","{0000000F-0000-0000-0000-000000000000}","35","1189","true"
"1069","{0000001E-0000-0000-0000-000000000000}","84-85","1189","true"
"1070","{00000025-0000-0000-0000-000000000000}","162","1189","true"
"1071","{00000032-0000-0000-0000-000000000000}","120","1189","true"
"1072","{0000000F-0000-0000-0000-000000000000}","35","1190","true"
"1073","{0000001E-0000-0000-0000-000000000000}","84","1190","true"
"1074","{00000004-0000-0000-0000-000000000000}","58","1189","true"
"1075","{00000006-0000-0000-0000-000000000000}","46","1189","true"
"1077","{00000004-0000-0000-0000-000000000000}","58","1190","true"
"1078","{00000006-0000-0000-0000-000000000000}","46","1190","true"
"1079","{00000004-0000-0000-0000-000000000000}","58","1191","true"
"1080","{00000006-0000-0000-0000-000000000000}","46","1191","true"
"1081","{0000000F-0000-0000-0000-000000000000}","35","1191","true"
"1082","{0000001E-0000-0000-0000-000000000000}","85","1191","true"
"1083","{00000025-0000-0000-0000-000000000000}","162","1191","true"
"1084","{00000004-0000-0000-0000-000000000000}","58","1192","true"
"1085","{00000006-0000-0000-0000-000000000000}","46","1192","true"
"1086","{0000000F-0000-0000-0000-000000000000}","35","1192","true"
"1087","{0000001E-0000-0000-0000-000000000000}","85-86","1192","true"
"1088","{0000000F-0000-0000-0000-000000000000}","36; 73, табл. 13, 13","1193","true"
"1089","{0000001E-0000-0000-0000-000000000000}","87-88","1193","true"
"1090","{98E85399-6C01-4660-BFA7-791C6A4B4746}","216","1193","true"
"1091","{0000000F-0000-0000-0000-000000000000}","35","1194","true"
"1092","{0000001E-0000-0000-0000-000000000000}","84","1194","true"
"1093","{0000000F-0000-0000-0000-000000000000}","35","1195","true"
"1094","{0000001E-0000-0000-0000-000000000000}","85","1195","true"
"1095","{0000000F-0000-0000-0000-000000000000}","35","1196","true"
"1096","{0000001E-0000-0000-0000-000000000000}","86","1196","true"
"1097","{0000000F-0000-0000-0000-000000000000}","35","1197","true"
"1098","{0000001E-0000-0000-0000-000000000000}","86","1197","true"
"1099","{0000000F-0000-0000-0000-000000000000}","42","1198","true"
"1100","{00000028-0000-0000-0000-000000000000}","30","1198","true"
"1101","{0000000F-0000-0000-0000-000000000000}","34","1199","true"
"1102","{00000021-0000-0000-0000-000000000000}","81","1199","true"
"1103","{00000025-0000-0000-0000-000000000000}","140","1199","true"
"1104","{00000021-0000-0000-0000-000000000000}","80-81","1200","true"
"1105","{00000025-0000-0000-0000-000000000000}","140","1200","true"
"1106","{00000001-0000-0000-0000-000000000000}","520-521","1201","true"
"1107","{00000021-0000-0000-0000-000000000000}","89-90","1201","true"
"1108","{00000025-0000-0000-0000-000000000000}","203","1201","true"
"1109","{00000036-0000-0000-0000-000000000000}","45-65","1201","true"
"1110","{00000004-0000-0000-0000-000000000000}","58","1202","true"
"1111","{00000006-0000-0000-0000-000000000000}","46","1202","true"
"1112","{00000021-0000-0000-0000-000000000000}","89","1202","true"
"1113","{00000001-0000-0000-0000-000000000000}","320-321","1203","true"
"1114","{00000004-0000-0000-0000-000000000000}","58; 59, рис. 20, 18-19","1203","true"
"1115","{00000006-0000-0000-0000-000000000000}","46","1203","true"
"1116","{0000000D-0000-0000-0000-000000000000}","241","1203","true"
"1117","{0000000F-0000-0000-0000-000000000000}","33","1203","true"
"1118","{00000036-0000-0000-0000-000000000000}","45-65","1203","true"
"1119","{00000004-0000-0000-0000-000000000000}","58","1204","true"
"1120","{00000006-0000-0000-0000-000000000000}","46","1204","true"
"1121","{0000000F-0000-0000-0000-000000000000}","33","1204","true"
"1122","{00000021-0000-0000-0000-000000000000}","90","1204","true"
"1123","{00000028-0000-0000-0000-000000000000}","36-37","1205","true"
"1124","{00000032-0000-0000-0000-000000000000}","120","1207","true"
"1125","{00000023-0000-0000-0000-000000000000}","92","1209","true"
"1126","{00000032-0000-0000-0000-000000000000}","121","1209","true"
"1127","{0000000F-0000-0000-0000-000000000000}","36","1210","true"
"1128","{0000001C-0000-0000-0000-000000000000}","31-41","1210","true"
"1129","{0000001E-0000-0000-0000-000000000000}","131-132","1210","true"
"1130","{00000032-0000-0000-0000-000000000000}","121","1210","true"
"1131","{0000000F-0000-0000-0000-000000000000}","36","1211","true"
"1132","{0000001D-0000-0000-0000-000000000000}","179","1211","true"
"1133","{0000001C-0000-0000-0000-000000000000}","31-41","1211","true"
"1134","{0000001E-0000-0000-0000-000000000000}","132","1211","true"
"1135","{00000032-0000-0000-0000-000000000000}","121","1211","true"
"1136","{0000000A-0000-0000-0000-000000000000}","250","1210","true"
"1137","{0000000A-0000-0000-0000-000000000000}","250","1212","true"
"1138","{0000000F-0000-0000-0000-000000000000}","36","1212","true"
"1139","{0000001E-0000-0000-0000-000000000000}","132","1212","true"
"1140","{00000025-0000-0000-0000-000000000000}","190-191","1212","true"
"1141","{0000001E-0000-0000-0000-000000000000}","132","1213","true"
"1142","{0000001E-0000-0000-0000-000000000000}","132","1214","true"
"1143","{0000000F-0000-0000-0000-000000000000}","42","1215","true"
"1144","{00000028-0000-0000-0000-000000000000}","24","1215","true"
"1145","{00000028-0000-0000-0000-000000000000}","24","1216","true"
"1146","{00000004-0000-0000-0000-000000000000}","58","1217","true"
"1147","{00000006-0000-0000-0000-000000000000}","46","1217","true"
"1148","{0000000F-0000-0000-0000-000000000000}","38","1217","true"
"1149","{00000024-0000-0000-0000-000000000000}","52","1217","true"
"1150","{00000004-0000-0000-0000-000000000000}","58","1218","true"
"1151","{00000006-0000-0000-0000-000000000000}","46","1218","true"
"1152","{0000000F-0000-0000-0000-000000000000}","38","1218","true"
"1153","{00000024-0000-0000-0000-000000000000}","52","1218","true"
"1154","{0000000F-0000-0000-0000-000000000000}","33","1219","true"
"1155","{00000021-0000-0000-0000-000000000000}","93","1219","true"
"1156","{0000000F-0000-0000-0000-000000000000}","40","1220","true"
"1157","{00000029-0000-0000-0000-000000000000}","17","1220","true"
"1158","{0000000F-0000-0000-0000-000000000000}","40","1221","true"
"1159","{00000029-0000-0000-0000-000000000000}","17","1221","true"
"1160","{00000029-0000-0000-0000-000000000000}","17","1222","true"
"1161","{00000004-0000-0000-0000-000000000000}","58","1223","true"
"1162","{00000006-0000-0000-0000-000000000000}","46","1223","true"
"1163","{0000000F-0000-0000-0000-000000000000}","39","1223","true"
"1164","{00000024-0000-0000-0000-000000000000}","75","1223","true"
"1165","{00000004-0000-0000-0000-000000000000}","58","1224","true"
"1166","{00000006-0000-0000-0000-000000000000}","46","1224","true"
"1167","{0000000F-0000-0000-0000-000000000000}","39","1224","true"
"1168","{00000024-0000-0000-0000-000000000000}","75","1224","true"
"1169","{00000024-0000-0000-0000-000000000000}","71","1225","true"
"1170","{00000032-0000-0000-0000-000000000000}","113","1225","true"
"1171","{00000012-0000-0000-0000-000000000000}","287; 300-303","1226","true"
"1172","{0000001B-0000-0000-0000-000000000000}","122","1226","true"
"1173","{00000012-0000-0000-0000-000000000000}","287","1227","true"
"1174","{0000001B-0000-0000-0000-000000000000}","123","1227","true"
"1175","{0000000F-0000-0000-0000-000000000000}","40","1228","true"
"1176","{00000029-0000-0000-0000-000000000000}","19","1228","true"
"1177","{1188A971-936A-404A-811C-853EFA637AF9}","258","1228","true"
"1178","{0000000F-0000-0000-0000-000000000000}","40","1229","true"
"1179","{00000029-0000-0000-0000-000000000000}","19","1229","true"
"1180","{00000030-0000-0000-0000-000000000000}","360","1230","true"
"1181","{0000000F-0000-0000-0000-000000000000}","37","1231","true"
"1182","{00000024-0000-0000-0000-000000000000}","27","1231","true"
"1183","{00000032-0000-0000-0000-000000000000}","104","1231","true"
"1184","{0000000F-0000-0000-0000-000000000000}","41","1232","true"
"1185","{00000029-0000-0000-0000-000000000000}","14","1232","true"
"1186","{0000000F-0000-0000-0000-000000000000}","41","1233","true"
"1187","{00000029-0000-0000-0000-000000000000}","14","1233","true"
"1188","{0000000F-0000-0000-0000-000000000000}","41","1234","true"
"1189","{00000029-0000-0000-0000-000000000000}","14","1234","true"
"1190","{00000032-0000-0000-0000-000000000000}","121","1236","true"
"1191","{0000001B-0000-0000-0000-000000000000}","32","1238","true"
"1192","{00000004-0000-0000-0000-000000000000}","58","1240","true"
"1193","{00000006-0000-0000-0000-000000000000}","46","1240","true"
"1194","{0000000F-0000-0000-0000-000000000000}","38","1240","true"
"1195","{00000024-0000-0000-0000-000000000000}","53","1240","true"
"1196","{00000004-0000-0000-0000-000000000000}","58","1241","true"
"1197","{00000006-0000-0000-0000-000000000000}","46","1241","true"
"1198","{00000021-0000-0000-0000-000000000000}","54","1242","true"
"1199","{00000021-0000-0000-0000-000000000000}","53","1243","true"
"1200","{00000030-0000-0000-0000-000000000000}","360","1244","true"
"1201","{0000000F-0000-0000-0000-000000000000}","35","1246","true"
"1202","{00000021-0000-0000-0000-000000000000}","45","1246","true"
"1203","{00000028-0000-0000-0000-000000000000}","31","1247","true"
"1204","{00000027-0000-0000-0000-000000000000}","73","1248","true"
"1205","{00000011-0000-0000-0000-000000000000}","166","1249","true"
"1206","{0000001B-0000-0000-0000-000000000000}","262-263","1249","true"
"1207","{00000029-0000-0000-0000-000000000000}","39","1250","true"
"1208","{0000000F-0000-0000-0000-000000000000}","36","1251","true"
"1209","{00000004-0000-0000-0000-000000000000}","58","1252","true"
"1210","{00000006-0000-0000-0000-000000000000}","46","1252","true"
"1211","{0000000D-0000-0000-0000-000000000000}","247","1252","true"
"1212","{0000000F-0000-0000-0000-000000000000}","34","1252","true"
"1213","{00000021-0000-0000-0000-000000000000}","60","1252","true"
"1214","{00000025-0000-0000-0000-000000000000}","109","1252","true"
"1215","{00000032-0000-0000-0000-000000000000}","122","1252","true"
"1216","{00000004-0000-0000-0000-000000000000}","58","1253","true"
"1217","{00000006-0000-0000-0000-000000000000}","46","1253","true"
"1218","{0000000F-0000-0000-0000-000000000000}","34","1253","true"
"1219","{00000021-0000-0000-0000-000000000000}","60","1253","true"
"1220","{00000004-0000-0000-0000-000000000000}","58","1254","true"
"1221","{00000006-0000-0000-0000-000000000000}","46","1254","true"
"1222","{0000000F-0000-0000-0000-000000000000}","34","1254","true"
"1223","{00000021-0000-0000-0000-000000000000}","59","1254","true"
"1224","{00000025-0000-0000-0000-000000000000}","109","1254","true"
"1225","{00000004-0000-0000-0000-000000000000}","58","1255","true"
"1226","{00000006-0000-0000-0000-000000000000}","46","1255","true"
"1227","{0000000F-0000-0000-0000-000000000000}","34","1255","true"
"1228","{00000021-0000-0000-0000-000000000000}","59-60","1255","true"
"1229","{00000004-0000-0000-0000-000000000000}","58","1256","true"
"1230","{00000006-0000-0000-0000-000000000000}","46","1256","true"
"1231","{0000000F-0000-0000-0000-000000000000}","34","1256","true"
"1232","{00000021-0000-0000-0000-000000000000}","60","1256","true"
"1233","{00000004-0000-0000-0000-000000000000}","58","1257","true"
"1234","{00000006-0000-0000-0000-000000000000}","46","1257","true"
"1235","{0000000F-0000-0000-0000-000000000000}","34","1257","true"
"1236","{00000021-0000-0000-0000-000000000000}","59","1257","true"
"1237","{00000004-0000-0000-0000-000000000000}","58","1258","true"
"1238","{00000006-0000-0000-0000-000000000000}","46","1258","true"
"1239","{0000000F-0000-0000-0000-000000000000}","34","1258","true"
"1240","{00000021-0000-0000-0000-000000000000}","59","1258","true"
"1241","{0000001B-0000-0000-0000-000000000000}","124","1259","true"
"1242","{00000027-0000-0000-0000-000000000000}","73","1260","true"
"1243","{0000000F-0000-0000-0000-000000000000}","36","1261","true"
"1244","{0000001E-0000-0000-0000-000000000000}","114","1261","true"
"1245","{0000000F-0000-0000-0000-000000000000}","41","1262","true"
"1246","{0000000F-0000-0000-0000-000000000000}","41","1263","true"
"1247","{0000000F-0000-0000-0000-000000000000}","40","1264","true"
"1248","{00000029-0000-0000-0000-000000000000}","28-29","1264","true"
"1249","{00000030-0000-0000-0000-000000000000}","371","1270","true"
"1250","{00000032-0000-0000-0000-000000000000}","122","1270","true"
"1251","{0000000F-0000-0000-0000-000000000000}","36","1271","true"
"1252","{0000001E-0000-0000-0000-000000000000}","118","1271","true"
"1253","{00000004-0000-0000-0000-000000000000}","58","1271","true"
"1254","{00000006-0000-0000-0000-000000000000}","46","1271","true"
"1255","{0000000F-0000-0000-0000-000000000000}","37","1272","true"
"1256","{00000024-0000-0000-0000-000000000000}","43","1272","true"
"1257","{0000000F-0000-0000-0000-000000000000}","42","1273","true"
"1258","{0000000F-0000-0000-0000-000000000000}","42","1274","true"
"1259","{0000000F-0000-0000-0000-000000000000}","37","1275","true"
"1260","{00000024-0000-0000-0000-000000000000}","42","1275","true"
"1261","{00000032-0000-0000-0000-000000000000}","122","1275","true"
"1262","{00000004-0000-0000-0000-000000000000}","58","1276","true"
"1263","{00000006-0000-0000-0000-000000000000}","46","1276","true"
"1264","{0000000D-0000-0000-0000-000000000000}","241","1276","true"
"1265","{0000000F-0000-0000-0000-000000000000}","33","1276","true"
"1266","{00000021-0000-0000-0000-000000000000}","91","1276","true"
"1267","{00000004-0000-0000-0000-000000000000}","58","1277","true"
"1268","{00000006-0000-0000-0000-000000000000}","46","1277","true"
"1269","{0000000F-0000-0000-0000-000000000000}","33","1277","true"
"1270","{00000021-0000-0000-0000-000000000000}","91","1277","true"
"1271","{00000004-0000-0000-0000-000000000000}","58","1278","true"
"1272","{00000006-0000-0000-0000-000000000000}","46","1278","true"
"1273","{0000000F-0000-0000-0000-000000000000}","33","1278","true"
"1274","{00000021-0000-0000-0000-000000000000}","91","1278","true"
"1275","{00000004-0000-0000-0000-000000000000}","58","1279","true"
"1276","{00000006-0000-0000-0000-000000000000}","46","1279","true"
"1277","{0000000F-0000-0000-0000-000000000000}","33","1279","true"
"1278","{00000021-0000-0000-0000-000000000000}","91","1279","true"
"1279","{00000011-0000-0000-0000-000000000000}","165-166","1280","true"
"1280","{00000015-0000-0000-0000-000000000000}","4-5","1280","true"
"1281","{0000001B-0000-0000-0000-000000000000}","263-274","1280","true"
"1282","{0000000F-0000-0000-0000-000000000000}","40","1281","true"
"1283","{00000029-0000-0000-0000-000000000000}","92","1281","true"
"1284","{00000029-0000-0000-0000-000000000000}","92","1282","true"
"1285","{0000000F-0000-0000-0000-000000000000}","42","1285","true"
"1286","{00000028-0000-0000-0000-000000000000}","29","1285","true"
"1287","{00000004-0000-0000-0000-000000000000}","58","1286","true"
"1288","{00000006-0000-0000-0000-000000000000}","46","1286","true"
"1289","{0000000F-0000-0000-0000-000000000000}","38","1286","true"
"1290","{00000024-0000-0000-0000-000000000000}","72","1286","true"
"1291","{00000004-0000-0000-0000-000000000000}","58","1287","true"
"1292","{00000006-0000-0000-0000-000000000000}","46","1287","true"
"1293","{0000000F-0000-0000-0000-000000000000}","38","1287","true"
"1294","{00000024-0000-0000-0000-000000000000}","80","1287","true"
"1295","{00000004-0000-0000-0000-000000000000}","58","1288","true"
"1296","{00000006-0000-0000-0000-000000000000}","46","1288","true"
"1297","{0000000D-0000-0000-0000-000000000000}","241","1288","true"
"1298","{00000021-0000-0000-0000-000000000000}","84","1288","true"
"1299","{00000032-0000-0000-0000-000000000000}","109","1288","true"
"1300","{00000004-0000-0000-0000-000000000000}","53","1289","true"
"1301","{00000006-0000-0000-0000-000000000000}","72","1289","true"
"1302","{0000000D-0000-0000-0000-000000000000}","248","1289","true"
"1303","{0000000F-0000-0000-0000-000000000000}","34","1289","true"
"1304","{00000021-0000-0000-0000-000000000000}","22-23","1289","true"
"1305","{7B49A238-A066-40FA-B68E-E4A0190820D1}","107-108","1289","true"
"1306","{00000032-0000-0000-0000-000000000000}","110","1289","true"
"1307","{A0299B1B-5E15-49E9-901E-8954BF006A7B}","123-133","1188","true"
"1308","{2A1533B1-F01D-4964-AB1A-F49D59313928}",,"1369","true"
"1309","{667099D6-5C9F-41FE-B44F-C96AA36A1EDF}","330","1372","true"
"1310","{667099D6-5C9F-41FE-B44F-C96AA36A1EDF}","332","1373","true"
"1311","{667099D6-5C9F-41FE-B44F-C96AA36A1EDF}","330","1374","true"
"1312","{667099D6-5C9F-41FE-B44F-C96AA36A1EDF}",,"1370","true"
"1313","{667099D6-5C9F-41FE-B44F-C96AA36A1EDF}","339","1379","true"
"1314","{667099D6-5C9F-41FE-B44F-C96AA36A1EDF}","338","1378","true"
"1315","{F5DB7552-0A6F-49D9-9A07-1D297D479EE4}","323","1380","true"
"1316","{3666FA26-021E-4CDB-A649-0BF9F9001E33}","159","1380","true"
"1317","{31D81FA4-0C60-4DBE-93B9-D95EAB12EA3D}","162","1380","true"
"1318","{09C80A37-7856-420F-BEEF-3BC1B317FD73}","158","1380","true"
"1319","{2A2EE98C-FC64-436C-B049-FE68C1AE4C04}","141","1380","true"
"1320","{3ABBDA9C-7D80-4E4A-8D4F-9FB1CB2252A4}","87","1380","true"
"1321","{75DC855D-1BDA-4865-83CC-E0BA5BDAED34}","94","1380","true"
"1322","{00000032-0000-0000-0000-000000000000}",,"1380","true"
"1323","{F9E11B9D-095B-422E-A7A8-7130E820FA32}","32","1380","true"
"1324","{0D0D579F-617A-4FF4-9D14-A2933509D2BF}","198","1380","true"
"1325","{18DA2827-8211-4FD4-9353-C53BAF14A945}","105","1380","true"
"1326","{F55DE7D3-B296-4BD6-B126-3F44ACDB2306}","100","1380","true"
"1327","{4D72C20F-FBCB-4397-8014-8CBFC0D371D2}","272","1380","true"
"1328","{00000002-0000-0000-0000-000000000000}","39","1380","true"
"1329","{C3ACFE7E-7FB6-451E-AD97-6A76A6DB208A}",,"1091","true"
"1330","{C3ACFE7E-7FB6-451E-AD97-6A76A6DB208A}",,"1383","true"
