"IDResearching","IDAutor","IDResType","ResYear","ExcavatedArea","IDMonument","Active"
"420","29","2","1993",,"784","true"
"421","29","2","1993",,"785","true"
"422","21","2","1965",,"786","true"
"423","21","3","1965",,"788","true"
"424","15","4","1992","42","789","true"
"425","15","2","1961",,"793","true"
"426","15","4","1977","114","793","true"
"427","34","2","1985",,"793","true"
"428","15","2","1961",,"790","true"
"429","31","2","1946",,"791","true"
"430","15","2","1974",,"792","true"
"431","63","2","1948",,"794","true"
"432","10","4","1983",,"795","true"
"433","31","3","1948",,"796","true"
"434","31","4","1953",,"796","true"
"435","31","4","1954","1660","796","true"
"436","31","2","1948",,"797","true"
"437","10","2","1983",,"798","true"
"438","63","2","1948",,"800","true"
"439","31","2","1948",,"799","true"
"440","53","2","1961",,"799","true"
"441","10","2","1978",,"801","true"
"442","35","4","1952",,"802","true"
"443","21","2","1965",,"803","true"
"444","27","2","1976",,"804","true"
"445","21","2","1965",,"805","true"
"446","21","2","1965",,"806","true"
"447","21","2","1965",,"807","true"
"448","16","2",,,"807","true"
"449","54","2","1922",,"809","true"
"450","20","4","1970","276","809","true"
"451","26","2","1987",,"809","true"
"452","30","2","1989",,"809","true"
"453","21","2","1965",,"810","true"
"454","21","3","1965",,"811","true"
"455","31","2","1949",,"812","true"
"456","21","2","1960",,"812","true"
"457","21","2","1961",,"812","true"
"458","31","2","1949",,"813","true"
"459","21","2","1960",,"813","true"
"460","21","2","1961",,"813","true"
"461","31","2","1949",,"814","true"
"462","21","2","1960",,"814","true"
"463","21","2","1961",,"814","true"
"464","21","2","1965",,"816","true"
"465","63","2","1946",,"817","true"
"466","63","2","1946",,"818","true"
"467","63","2","1948",,"819","true"
"468","83","2","1977",,"819","true"
"469","63","2","1950",,"820","true"
"470","63","2","1950",,"821","true"
"471","74","2","1964",,"822","true"
"472","74","2","1964",,"823","true"
"473","21","2","1965",,"825","true"
"474","74","2","1965",,"824","true"
"475","17","2","1945",,"826","true"
"476","84","2","1987",,"827","true"
"477","3","4","1993","70","827","true"
"478","3","4","1995","76","827","true"
"479","3","4","1996","20","827","true"
"480","3","4","1999","40","827","true"
